gpu num: 8
prefix ./models/r50-arcface-retina/model
image_size [112, 112]
num_classes 93431
Called with argument: Namespace(batch_size=512, ckpt=3, ctx_num=8, ctx_num_classes=11679, dataset='retina', extra_model_name='', frequent=20, image_channel=3, kvstore='device', local_class_start=0, local_num_classes=93432, loss='arcface', lr=0.1, lr_steps='100000,160000,220000', models_root='./models', mom=0.9, network='r50', per_batch_size=64, pretrained='', pretrained_epoch=1, rescale_threshold=0, verbose=2000, wd=0.0005, worker_id=0) {'bn_mom': 0.9, 'workspace': 256, 'emb_size': 512, 'ckpt_embedding': True, 'net_se': 0, 'net_act': 'prelu', 'net_unit': 3, 'net_input': 1, 'net_blocks': [1, 4, 6, 2], 'net_output': 'E', 'net_multiplier': 1.0, 'val_targets': ['lfw', 'cfp_fp', 'agedb_30'], 'ce_loss': True, 'fc7_lr_mult': 1.0, 'fc7_wd_mult': 1.0, 'fc7_no_bias': False, 'max_steps': 0, 'data_rand_mirror': True, 'data_cutoff': False, 'data_color': 0, 'data_images_filter': 0, 'count_flops': True, 'memonger': False, 'loss_name': 'margin_softmax', 'loss_s': 64.0, 'loss_m1': 1.0, 'loss_m2': 0.5, 'loss_m3': 0.0, 'net_name': 'fresnet', 'num_layers': 50, 'dataset': 'retina', 'dataset_path': '../datasets/ms1m-retinaface', 'num_classes': 93431, 'image_shape': [112, 112, 3], 'loss': 'arcface', 'network': 'r50', 'num_workers': 1, 'batch_size': 512, 'per_batch_size': 64}
0 1 E 3 prelu False
Network FLOPs: 12.6G
INFO:root:loading recordio ../datasets/ms1m-retinaface/train.rec...
header0 label [5179511. 5272942.]
id2range 93431
5179510
rand_mirror True
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver lfw
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
loading bin 12000
loading bin 13000
(14000, 3, 112, 112)
ver cfp_fp
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver agedb_30
lr_steps [100000, 160000, 220000]
call reset()in_bind
 False [('data', (512, 3, 112, 112))] [('softmax_label', (512,))]
_data_shape (512, 3, 112, 112) [('softmax_label', (512,))]
[18:18:28] src/kvstore/././comm.h:744: only 0 out of 56 GPU pairs are enabled direct access. It may affect the performance. You can set MXNET_ENABLE_GPU_P2P=0 to turn it off
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:29] src/operator/nn/./cudnn/./cudnn_algoreg-inl.h:97: Running performance tests to find the best convolution algorithm, this can take a while... (set the environment variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Iter[0] Batch [20]	Speed: 523.28 samples/sec
INFO:root:Iter[4] Batch [2400]	Speed: 911.02 samples/sec
INFO:root:Iter[4] Batch [2420]	Speed: 905.67 samples/sec
INFO:root:Iter[4] Batch [2440]	Speed: 896.63 samples/sec
INFO:root:Iter[4] Batch [2460]	Speed: 881.21 samples/sec
INFO:root:Iter[4] Batch [2480]	Speed: 867.05 samples/sec
INFO:root:Iter[4] Batch [2500]	Speed: 869.36 samples/sec
INFO:root:Iter[4] Batch [2520]	Speed: 855.35 samples/sec
lr-batch-epoch: 0.1 2535 4
INFO:root:Iter[4] Batch [2540]	Speed: 837.44 samples/sec
INFO:root:Iter[4] Batch [2560]	Speed: 816.78 samples/sec
INFO:root:Iter[4] Batch [2580]	Speed: 878.35 samples/sec
INFO:root:Iter[4] Batch [2600]	Speed: 860.93 samples/sec
INFO:root:Iter[4] Batch [2620]	Speed: 896.23 samples/sec
INFO:root:Iter[4] Batch [2640]	Speed: 898.05 samples/sec
INFO:root:Iter[4] Batch [2660]	Speed: 888.45 samples/sec
INFO:root:Iter[4] Batch [2680]	Speed: 895.90 samples/sec
INFO:root:Iter[4] Batch [2700]	Speed: 878.76 samples/sec
INFO:root:Iter[4] Batch [2720]	Speed: 862.85 samples/sec
INFO:root:Iter[4] Batch [2740]	Speed: 902.13 samples/sec
INFO:root:Iter[4] Batch [2760]	Speed: 851.49 samples/sec
INFO:root:Iter[4] Batch [2780]	Speed: 868.32 samples/sec
INFO:root:Iter[4] Batch [2800]	Speed: 884.06 samples/sec
INFO:root:Iter[4] Batch [2820]	Speed: 881.42 samples/sec
INFO:root:Iter[4] Batch [2840]	Speed: 873.90 samples/sec
INFO:root:Iter[4] Batch [2860]	Speed: 884.55 samples/sec
INFO:root:Iter[4] Batch [2880]	Speed: 891.46 samples/sec
INFO:root:Iter[4] Batch [2900]	Speed: 907.23 samples/sec
INFO:root:Iter[4] Batch [2920]	Speed: 877.82 samples/sec
INFO:root:Iter[4] Batch [2940]	Speed: 880.74 samples/sec
INFO:root:Iter[4] Batch [2960]	Speed: 883.82 samples/sec
INFO:root:Iter[4] Batch [2980]	Speed: 892.11 samples/sec
INFO:root:Iter[4] Batch [3000]	Speed: 886.50 samples/sec
INFO:root:Iter[4] Batch [3020]	Speed: 884.41 samples/sec
INFO:root:Iter[4] Batch [3040]	Speed: 886.34 samples/sec
INFO:root:Iter[4] Batch [3060]	Speed: 855.61 samples/sec
INFO:root:Iter[4] Batch [3080]	Speed: 888.74 samples/sec
INFO:root:Iter[4] Batch [3100]	Speed: 853.26 samples/sec
INFO:root:Iter[4] Batch [3120]	Speed: 792.51 samples/sec
INFO:root:Iter[4] Batch [3140]	Speed: 903.41 samples/sec
INFO:root:Iter[4] Batch [3160]	Speed: 859.63 samples/sec
INFO:root:Iter[4] Batch [3180]	Speed: 863.05 samples/sec
INFO:root:Iter[4] Batch [3200]	Speed: 892.85 samples/sec
INFO:root:Iter[4] Batch [3220]	Speed: 871.48 samples/sec
INFO:root:Iter[4] Batch [3240]	Speed: 902.28 samples/sec
INFO:root:Iter[4] Batch [3260]	Speed: 870.36 samples/sec
INFO:root:Iter[4] Batch [3280]	Speed: 900.69 samples/sec
INFO:root:Iter[4] Batch [3300]	Speed: 858.20 samples/sec
INFO:root:Iter[4] Batch [3320]	Speed: 916.62 samples/sec
INFO:root:Iter[4] Batch [3340]	Speed: 888.81 samples/sec
INFO:root:Iter[4] Batch [3360]	Speed: 879.05 samples/sec
INFO:root:Iter[4] Batch [3380]	Speed: 900.53 samples/sec
INFO:root:Iter[4] Batch [3400]	Speed: 885.85 samples/sec
INFO:root:Iter[4] Batch [3420]	Speed: 901.18 samples/sec
INFO:root:Iter[4] Batch [3440]	Speed: 859.31 samples/sec
INFO:root:Iter[4] Batch [3460]	Speed: 901.87 samples/sec
INFO:root:Iter[4] Batch [3480]	Speed: 894.19 samples/sec
INFO:root:Iter[4] Batch [3500]	Speed: 897.15 samples/sec
INFO:root:Iter[4] Batch [3520]	Speed: 893.51 samples/sec
{fc7_acc} 44000 0.080078125
lr-batch-epoch: 0.1 3535 4
testing verification..
(12000, 512)
infer time 3.8005329999999997
[lfw][44000]XNorm: 23.132230
[lfw][44000]Accuracy-Flip: 0.99333+-0.00447
testing verification..
(14000, 512)
infer time 4.672949999999999
[cfp_fp][44000]XNorm: 20.529375
[cfp_fp][44000]Accuracy-Flip: 0.94900+-0.00973
testing verification..
(12000, 512)
infer time 3.4992150000000004
[agedb_30][44000]XNorm: 22.356605
[agedb_30][44000]Accuracy-Flip: 0.95567+-0.00867
[44000]Accuracy-Highest: 0.95633
INFO:root:Iter[4] Batch [3540]	Speed: 289.80 samples/sec
INFO:root:Iter[4] Batch [3560]	Speed: 769.86 samples/sec
INFO:root:Iter[4] Batch [3580]	Speed: 782.56 samples/sec
INFO:root:Iter[4] Batch [3600]	Speed: 812.31 samples/sec
INFO:root:Iter[4] Batch [3620]	Speed: 819.95 samples/sec
INFO:root:Iter[4] Batch [3640]	Speed: 801.69 samples/sec
INFO:root:Iter[4] Batch [3660]	Speed: 755.35 samples/sec
INFO:root:Iter[4] Batch [3680]	Speed: 780.40 samples/sec
INFO:root:Iter[4] Batch [3700]	Speed: 861.26 samples/sec
INFO:root:Iter[4] Batch [3720]	Speed: 791.32 samples/sec
INFO:root:Iter[4] Batch [3740]	Speed: 842.45 samples/sec
INFO:root:Iter[4] Batch [3760]	Speed: 819.81 samples/sec
INFO:root:Iter[4] Batch [3780]	Speed: 848.16 samples/sec
INFO:root:Iter[4] Batch [3800]	Speed: 857.90 samples/sec
INFO:root:Iter[4] Batch [3820]	Speed: 880.69 samples/sec
INFO:root:Iter[4] Batch [3840]	Speed: 804.13 samples/sec
INFO:root:Iter[4] Batch [3860]	Speed: 867.82 samples/sec
INFO:root:Iter[4] Batch [3880]	Speed: 806.96 samples/sec
INFO:root:Iter[4] Batch [3900]	Speed: 857.35 samples/sec
INFO:root:Iter[4] Batch [3920]	Speed: 866.42 samples/sec
INFO:root:Iter[4] Batch [3940]	Speed: 816.92 samples/sec
INFO:root:Iter[4] Batch [3960]	Speed: 867.93 samples/sec
INFO:root:Iter[4] Batch [3980]	Speed: 814.63 samples/sec
INFO:root:Iter[4] Batch [4000]	Speed: 843.52 samples/sec
INFO:root:Iter[4] Batch [4020]	Speed: 822.74 samples/sec
INFO:root:Iter[4] Batch [4040]	Speed: 832.58 samples/sec
INFO:root:Iter[4] Batch [4060]	Speed: 827.45 samples/sec
INFO:root:Iter[4] Batch [4080]	Speed: 805.79 samples/sec
INFO:root:Iter[4] Batch [4100]	Speed: 843.85 samples/sec
INFO:root:Iter[4] Batch [4120]	Speed: 856.06 samples/sec
INFO:root:Iter[4] Batch [4140]	Speed: 888.10 samples/sec
INFO:root:Iter[4] Batch [4160]	Speed: 858.85 samples/sec
INFO:root:Iter[4] Batch [4180]	Speed: 876.16 samples/sec
INFO:root:Iter[4] Batch [4200]	Speed: 772.06 samples/sec
INFO:root:Iter[4] Batch [4220]	Speed: 844.00 samples/sec
INFO:root:Iter[4] Batch [4240]	Speed: 793.91 samples/sec
INFO:root:Iter[4] Batch [4260]	Speed: 882.40 samples/sec
INFO:root:Iter[4] Batch [4280]	Speed: 886.40 samples/sec
INFO:root:Iter[4] Batch [4300]	Speed: 836.27 samples/sec
INFO:root:Iter[4] Batch [4320]	Speed: 860.47 samples/sec
INFO:root:Iter[4] Batch [4340]	Speed: 879.29 samples/sec
INFO:root:Iter[4] Batch [4360]	Speed: 844.12 samples/sec
INFO:root:Iter[4] Batch [4380]	Speed: 867.90 samples/sec
INFO:root:Iter[4] Batch [4400]	Speed: 868.91 samples/sec
INFO:root:Iter[4] Batch [4420]	Speed: 845.56 samples/sec
INFO:root:Iter[4] Batch [4440]	Speed: 791.88 samples/sec
INFO:root:Iter[4] Batch [4460]	Speed: 839.98 samples/sec
INFO:root:Iter[4] Batch [4480]	Speed: 850.17 samples/sec
INFO:root:Iter[4] Batch [4500]	Speed: 873.91 samples/sec
INFO:root:Iter[4] Batch [4520]	Speed: 837.03 samples/sec
lr-batch-epoch: 0.1 4535 4
INFO:root:Iter[4] Batch [4540]	Speed: 878.78 samples/sec
INFO:root:Iter[4] Batch [4560]	Speed: 881.64 samples/sec
INFO:root:Iter[4] Batch [4580]	Speed: 855.73 samples/sec
INFO:root:Iter[4] Batch [4600]	Speed: 865.71 samples/sec
INFO:root:Iter[4] Batch [4620]	Speed: 856.16 samples/sec
INFO:root:Iter[4] Batch [4640]	Speed: 890.95 samples/sec
INFO:root:Iter[4] Batch [4660]	Speed: 856.49 samples/sec
INFO:root:Iter[4] Batch [4680]	Speed: 777.95 samples/sec
INFO:root:Iter[4] Batch [4700]	Speed: 875.02 samples/sec
INFO:root:Iter[4] Batch [4720]	Speed: 548.58 samples/sec
INFO:root:Iter[4] Batch [4740]	Speed: 735.89 samples/sec
INFO:root:Iter[4] Batch [4760]	Speed: 767.08 samples/sec
INFO:root:Iter[4] Batch [4780]	Speed: 795.18 samples/sec
INFO:root:Iter[4] Batch [4800]	Speed: 809.70 samples/sec
INFO:root:Iter[4] Batch [4820]	Speed: 610.96 samples/sec
INFO:root:Iter[4] Batch [4840]	Speed: 799.38 samples/sec
INFO:root:Iter[4] Batch [4860]	Speed: 451.76 samples/sec
INFO:root:Iter[4] Batch [4880]	Speed: 265.37 samples/sec
INFO:root:Iter[4] Batch [4900]	Speed: 170.94 samples/sec
INFO:root:Iter[4] Batch [4920]	Speed: 249.38 samples/sec
INFO:root:Iter[4] Batch [4940]	Speed: 270.72 samples/sec
INFO:root:Iter[4] Batch [4960]	Speed: 354.34 samples/sec
INFO:root:Iter[4] Batch [4980]	Speed: 595.59 samples/sec
INFO:root:Iter[4] Batch [5000]	Speed: 232.49 samples/sec
INFO:root:Iter[4] Batch [5020]	Speed: 139.76 samples/sec
INFO:root:Iter[4] Batch [5040]	Speed: 116.32 samples/sec
INFO:root:Iter[4] Batch [5060]	Speed: 111.27 samples/sec
INFO:root:Iter[4] Batch [5080]	Speed: 101.70 samples/sec
INFO:root:Iter[4] Batch [5100]	Speed: 94.25 samples/sec
INFO:root:Iter[4] Batch [5120]	Speed: 93.51 samples/sec
INFO:root:Iter[4] Batch [5140]	Speed: 121.92 samples/sec
INFO:root:Iter[4] Batch [5160]	Speed: 124.67 samples/sec
INFO:root:Iter[4] Batch [5180]	Speed: 133.94 samples/sec
INFO:root:Iter[4] Batch [5200]	Speed: 98.61 samples/sec
INFO:root:Iter[4] Batch [5220]	Speed: 98.53 samples/sec
INFO:root:Iter[4] Batch [5240]	Speed: 98.48 samples/sec
INFO:root:Iter[4] Batch [5260]	Speed: 92.50 samples/sec
INFO:root:Iter[4] Batch [5280]	Speed: 96.58 samples/sec
INFO:root:Iter[4] Batch [5300]	Speed: 98.50 samples/sec
INFO:root:Iter[4] Batch [5320]	Speed: 115.75 samples/sec
INFO:root:Iter[4] Batch [5340]	Speed: 115.41 samples/sec
INFO:root:Iter[4] Batch [5360]	Speed: 135.59 samples/sec
INFO:root:Iter[4] Batch [5380]	Speed: 166.20 samples/sec
INFO:root:Iter[4] Batch [5400]	Speed: 179.75 samples/sec
INFO:root:Iter[4] Batch [5420]	Speed: 187.73 samples/sec
INFO:root:Iter[4] Batch [5440]	Speed: 204.95 samples/sec
INFO:root:Iter[4] Batch [5460]	Speed: 243.33 samples/sec
INFO:root:Iter[4] Batch [5480]	Speed: 281.87 samples/sec
INFO:root:Iter[4] Batch [5500]	Speed: 291.54 samples/sec
INFO:root:Iter[4] Batch [5520]	Speed: 331.75 samples/sec
{fc7_acc} 46000 0.08984375
lr-batch-epoch: 0.1 5535 4
testing verification..
(12000, 512)
infer time 4.728242999999999
[lfw][46000]XNorm: 22.230601
[lfw][46000]Accuracy-Flip: 0.99600+-0.00396
testing verification..
(14000, 512)
infer time 5.419311
[cfp_fp][46000]XNorm: 19.848105
[cfp_fp][46000]Accuracy-Flip: 0.94957+-0.01200
testing verification..
(12000, 512)
infer time 4.575854000000001
[agedb_30][46000]XNorm: 21.293841
[agedb_30][46000]Accuracy-Flip: 0.95467+-0.01147
[46000]Accuracy-Highest: 0.95633
INFO:root:Iter[4] Batch [5540]	Speed: 202.67 samples/sec
INFO:root:Iter[4] Batch [5560]	Speed: 631.66 samples/sec
INFO:root:Iter[4] Batch [5580]	Speed: 634.20 samples/sec
INFO:root:Iter[4] Batch [5600]	Speed: 633.03 samples/sec
INFO:root:Iter[4] Batch [5620]	Speed: 617.04 samples/sec
INFO:root:Iter[4] Batch [5640]	Speed: 632.00 samples/sec
INFO:root:Iter[4] Batch [5660]	Speed: 625.92 samples/sec
INFO:root:Iter[4] Batch [5680]	Speed: 633.91 samples/sec
INFO:root:Iter[4] Batch [5700]	Speed: 612.36 samples/sec
INFO:root:Iter[4] Batch [5720]	Speed: 621.06 samples/sec
INFO:root:Iter[4] Batch [5740]	Speed: 605.71 samples/sec
INFO:root:Iter[4] Batch [5760]	Speed: 620.71 samples/sec
INFO:root:Iter[4] Batch [5780]	Speed: 624.09 samples/sec
INFO:root:Iter[4] Batch [5800]	Speed: 613.69 samples/sec
INFO:root:Iter[4] Batch [5820]	Speed: 618.78 samples/sec
INFO:root:Iter[4] Batch [5840]	Speed: 628.93 samples/sec
INFO:root:Iter[4] Batch [5860]	Speed: 621.25 samples/sec
INFO:root:Iter[4] Batch [5880]	Speed: 621.06 samples/sec
INFO:root:Iter[4] Batch [5900]	Speed: 633.15 samples/sec
INFO:root:Iter[4] Batch [5920]	Speed: 629.75 samples/sec
INFO:root:Iter[4] Batch [5940]	Speed: 641.81 samples/sec
INFO:root:Iter[4] Batch [5960]	Speed: 644.06 samples/sec
INFO:root:Iter[4] Batch [5980]	Speed: 604.36 samples/sec
INFO:root:Iter[4] Batch [6000]	Speed: 628.30 samples/sec
INFO:root:Iter[4] Batch [6020]	Speed: 632.67 samples/sec
INFO:root:Iter[4] Batch [6040]	Speed: 622.42 samples/sec
INFO:root:Iter[4] Batch [6060]	Speed: 602.78 samples/sec
INFO:root:Iter[4] Batch [6080]	Speed: 625.49 samples/sec
INFO:root:Iter[4] Batch [6100]	Speed: 625.74 samples/sec
INFO:root:Iter[4] Batch [6120]	Speed: 613.50 samples/sec
INFO:root:Iter[4] Batch [6140]	Speed: 603.17 samples/sec
INFO:root:Iter[4] Batch [6160]	Speed: 628.09 samples/sec
INFO:root:Iter[4] Batch [6180]	Speed: 630.34 samples/sec
INFO:root:Iter[4] Batch [6200]	Speed: 634.86 samples/sec
INFO:root:Iter[4] Batch [6220]	Speed: 608.04 samples/sec
INFO:root:Iter[4] Batch [6240]	Speed: 619.35 samples/sec
INFO:root:Iter[4] Batch [6260]	Speed: 595.16 samples/sec
INFO:root:Iter[4] Batch [6280]	Speed: 606.37 samples/sec
INFO:root:Iter[4] Batch [6300]	Speed: 607.95 samples/sec
INFO:root:Iter[4] Batch [6320]	Speed: 615.57 samples/sec
INFO:root:Iter[4] Batch [6340]	Speed: 619.29 samples/sec
INFO:root:Iter[4] Batch [6360]	Speed: 618.94 samples/sec
INFO:root:Iter[4] Batch [6380]	Speed: 604.66 samples/sec
INFO:root:Iter[4] Batch [6400]	Speed: 586.32 samples/sec
INFO:root:Iter[4] Batch [6420]	Speed: 630.58 samples/sec
INFO:root:Iter[4] Batch [6440]	Speed: 630.40 samples/sec
INFO:root:Iter[4] Batch [6460]	Speed: 630.21 samples/sec
INFO:root:Iter[4] Batch [6480]	Speed: 621.85 samples/sec
INFO:root:Iter[4] Batch [6500]	Speed: 618.09 samples/sec
INFO:root:Iter[4] Batch [6520]	Speed: 633.28 samples/sec
lr-batch-epoch: 0.1 6535 4
INFO:root:Iter[4] Batch [6540]	Speed: 623.72 samples/sec
INFO:root:Iter[4] Batch [6560]	Speed: 624.97 samples/sec
INFO:root:Iter[4] Batch [6580]	Speed: 603.56 samples/sec
INFO:root:Iter[4] Batch [6600]	Speed: 633.55 samples/sec
INFO:root:Iter[4] Batch [6620]	Speed: 608.07 samples/sec
INFO:root:Iter[4] Batch [6640]	Speed: 655.06 samples/sec
INFO:root:Iter[4] Batch [6660]	Speed: 614.21 samples/sec
INFO:root:Iter[4] Batch [6680]	Speed: 605.00 samples/sec
INFO:root:Iter[4] Batch [6700]	Speed: 635.11 samples/sec
INFO:root:Iter[4] Batch [6720]	Speed: 605.51 samples/sec
INFO:root:Iter[4] Batch [6740]	Speed: 610.69 samples/sec
INFO:root:Iter[4] Batch [6760]	Speed: 608.10 samples/sec
INFO:root:Iter[4] Batch [6780]	Speed: 620.51 samples/sec
INFO:root:Iter[4] Batch [6800]	Speed: 613.20 samples/sec
INFO:root:Iter[4] Batch [6820]	Speed: 617.22 samples/sec
INFO:root:Iter[4] Batch [6840]	Speed: 604.11 samples/sec
INFO:root:Iter[4] Batch [6860]	Speed: 595.27 samples/sec
INFO:root:Iter[4] Batch [6880]	Speed: 594.63 samples/sec
INFO:root:Iter[4] Batch [6900]	Speed: 626.65 samples/sec
INFO:root:Iter[4] Batch [6920]	Speed: 604.79 samples/sec
INFO:root:Iter[4] Batch [6940]	Speed: 574.43 samples/sec
INFO:root:Iter[4] Batch [6960]	Speed: 626.28 samples/sec
INFO:root:Iter[4] Batch [6980]	Speed: 596.34 samples/sec
INFO:root:Iter[4] Batch [7000]	Speed: 607.45 samples/sec
INFO:root:Iter[4] Batch [7020]	Speed: 612.86 samples/sec
INFO:root:Iter[4] Batch [7040]	Speed: 597.55 samples/sec
INFO:root:Iter[4] Batch [7060]	Speed: 600.51 samples/sec
INFO:root:Iter[4] Batch [7080]	Speed: 609.70 samples/sec
INFO:root:Iter[4] Batch [7100]	Speed: 612.33 samples/sec
INFO:root:Iter[4] Batch [7120]	Speed: 603.64 samples/sec
INFO:root:Iter[4] Batch [7140]	Speed: 605.71 samples/sec
INFO:root:Iter[4] Batch [7160]	Speed: 619.70 samples/sec
INFO:root:Iter[4] Batch [7180]	Speed: 618.35 samples/sec
INFO:root:Iter[4] Batch [7200]	Speed: 601.15 samples/sec
INFO:root:Iter[4] Batch [7220]	Speed: 606.30 samples/sec
INFO:root:Iter[4] Batch [7240]	Speed: 601.36 samples/sec
INFO:root:Iter[4] Batch [7260]	Speed: 593.07 samples/sec
INFO:root:Iter[4] Batch [7280]	Speed: 595.82 samples/sec
INFO:root:Iter[4] Batch [7300]	Speed: 584.29 samples/sec
INFO:root:Iter[4] Batch [7320]	Speed: 581.18 samples/sec
INFO:root:Iter[4] Batch [7340]	Speed: 597.38 samples/sec
INFO:root:Iter[4] Batch [7360]	Speed: 591.32 samples/sec
INFO:root:Iter[4] Batch [7380]	Speed: 596.41 samples/sec
INFO:root:Iter[4] Batch [7400]	Speed: 583.73 samples/sec
INFO:root:Iter[4] Batch [7420]	Speed: 584.19 samples/sec
INFO:root:Iter[4] Batch [7440]	Speed: 591.31 samples/sec
INFO:root:Iter[4] Batch [7460]	Speed: 597.45 samples/sec
INFO:root:Iter[4] Batch [7480]	Speed: 592.60 samples/sec
INFO:root:Iter[4] Batch [7500]	Speed: 608.22 samples/sec
INFO:root:Iter[4] Batch [7520]	Speed: 601.58 samples/sec
{fc7_acc} 48000 0.0703125
lr-batch-epoch: 0.1 7535 4
testing verification..
(12000, 512)
infer time 4.709712
[lfw][48000]XNorm: 22.687105
[lfw][48000]Accuracy-Flip: 0.99500+-0.00325
testing verification..
(14000, 512)
infer time 5.618719999999999
[cfp_fp][48000]XNorm: 19.560554
[cfp_fp][48000]Accuracy-Flip: 0.94729+-0.01017
testing verification..
(12000, 512)
infer time 4.760356000000001
[agedb_30][48000]XNorm: 21.950171
[agedb_30][48000]Accuracy-Flip: 0.95650+-0.00841
saving 1
INFO:root:Saved checkpoint to "./models/r50-arcface-retina/model-0001.params"
[48000]Accuracy-Highest: 0.95650
INFO:root:Iter[4] Batch [7540]	Speed: 227.81 samples/sec
INFO:root:Iter[4] Batch [7560]	Speed: 595.00 samples/sec
INFO:root:Iter[4] Batch [7580]	Speed: 599.40 samples/sec
INFO:root:Iter[4] Batch [7600]	Speed: 583.48 samples/sec
INFO:root:Iter[4] Batch [7620]	Speed: 595.17 samples/sec
INFO:root:Iter[4] Batch [7640]	Speed: 581.63 samples/sec
INFO:root:Iter[4] Batch [7660]	Speed: 570.78 samples/sec
INFO:root:Iter[4] Batch [7680]	Speed: 571.22 samples/sec
INFO:root:Iter[4] Batch [7700]	Speed: 586.20 samples/sec
INFO:root:Iter[4] Batch [7720]	Speed: 573.97 samples/sec
INFO:root:Iter[4] Batch [7740]	Speed: 585.83 samples/sec
INFO:root:Iter[4] Batch [7760]	Speed: 579.27 samples/sec
INFO:root:Iter[4] Batch [7780]	Speed: 584.59 samples/sec
INFO:root:Iter[4] Batch [7800]	Speed: 599.57 samples/sec
INFO:root:Iter[4] Batch [7820]	Speed: 572.66 samples/sec
INFO:root:Iter[4] Batch [7840]	Speed: 584.20 samples/sec
INFO:root:Iter[4] Batch [7860]	Speed: 600.57 samples/sec
INFO:root:Iter[4] Batch [7880]	Speed: 592.81 samples/sec
INFO:root:Iter[4] Batch [7900]	Speed: 600.05 samples/sec
INFO:root:Iter[4] Batch [7920]	Speed: 598.71 samples/sec
INFO:root:Iter[4] Batch [7940]	Speed: 578.85 samples/sec
INFO:root:Iter[4] Batch [7960]	Speed: 588.04 samples/sec
INFO:root:Iter[4] Batch [7980]	Speed: 585.08 samples/sec
INFO:root:Iter[4] Batch [8000]	Speed: 585.15 samples/sec
INFO:root:Iter[4] Batch [8020]	Speed: 609.51 samples/sec
INFO:root:Iter[4] Batch [8040]	Speed: 581.53 samples/sec
INFO:root:Iter[4] Batch [8060]	Speed: 610.24 samples/sec
INFO:root:Iter[4] Batch [8080]	Speed: 610.62 samples/sec
INFO:root:Iter[4] Batch [8100]	Speed: 602.30 samples/sec
INFO:root:Iter[4] Batch [8120]	Speed: 624.32 samples/sec
INFO:root:Iter[4] Batch [8140]	Speed: 609.00 samples/sec
INFO:root:Iter[4] Batch [8160]	Speed: 608.95 samples/sec
INFO:root:Iter[4] Batch [8180]	Speed: 602.37 samples/sec
INFO:root:Iter[4] Batch [8200]	Speed: 618.00 samples/sec
INFO:root:Iter[4] Batch [8220]	Speed: 594.17 samples/sec
INFO:root:Iter[4] Batch [8240]	Speed: 595.47 samples/sec
INFO:root:Iter[4] Batch [8260]	Speed: 601.58 samples/sec
INFO:root:Iter[4] Batch [8280]	Speed: 603.76 samples/sec
INFO:root:Iter[4] Batch [8300]	Speed: 608.47 samples/sec
INFO:root:Iter[4] Batch [8320]	Speed: 610.26 samples/sec
INFO:root:Iter[4] Batch [8340]	Speed: 602.77 samples/sec
INFO:root:Iter[4] Batch [8360]	Speed: 592.09 samples/sec
INFO:root:Iter[4] Batch [8380]	Speed: 599.70 samples/sec
INFO:root:Iter[4] Batch [8400]	Speed: 602.08 samples/sec
INFO:root:Iter[4] Batch [8420]	Speed: 602.29 samples/sec
INFO:root:Iter[4] Batch [8440]	Speed: 599.35 samples/sec
INFO:root:Iter[4] Batch [8460]	Speed: 583.41 samples/sec
INFO:root:Iter[4] Batch [8480]	Speed: 597.95 samples/sec
INFO:root:Iter[4] Batch [8500]	Speed: 587.81 samples/sec
INFO:root:Iter[4] Batch [8520]	Speed: 604.46 samples/sec
lr-batch-epoch: 0.1 8535 4
INFO:root:Iter[4] Batch [8540]	Speed: 616.06 samples/sec
INFO:root:Iter[4] Batch [8560]	Speed: 614.50 samples/sec
INFO:root:Iter[4] Batch [8580]	Speed: 576.86 samples/sec
INFO:root:Iter[4] Batch [8600]	Speed: 565.29 samples/sec
INFO:root:Iter[4] Batch [8620]	Speed: 585.47 samples/sec
INFO:root:Iter[4] Batch [8640]	Speed: 577.24 samples/sec
INFO:root:Iter[4] Batch [8660]	Speed: 588.95 samples/sec
INFO:root:Iter[4] Batch [8680]	Speed: 575.64 samples/sec
INFO:root:Iter[4] Batch [8700]	Speed: 586.63 samples/sec
INFO:root:Iter[4] Batch [8720]	Speed: 584.41 samples/sec
INFO:root:Iter[4] Batch [8740]	Speed: 589.56 samples/sec
INFO:root:Iter[4] Batch [8760]	Speed: 583.43 samples/sec
INFO:root:Iter[4] Batch [8780]	Speed: 589.63 samples/sec
INFO:root:Iter[4] Batch [8800]	Speed: 577.69 samples/sec
INFO:root:Iter[4] Batch [8820]	Speed: 575.94 samples/sec
